1,0
1,1
1,2
1,3
1,4
1,5
1,6
2,7
2,8
2,9
3,0
3,1
3,2
3,7
3,8
3,9
3,10
4,0
6,0
6,11
8,0
8,1
8,2
8,3
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,35
8,36
8,37
8,38
8,39
8,40
8,41
8,42
8,43
8,44
8,45
8,46
8,47
8,48
8,49
8,50
8,51
8,52
8,53
8,54
8,55
8,56
8,57
8,58
8,59
9,2
9,10
9,15
10,0
10,1
10,2
10,3
10,10
10,15
10,35
10,60
11,0
11,1
11,10
11,12
11,13
11,14
11,15
11,16
11,17
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,33
11,37
11,38
11,60
11,61
11,62
11,63
11,64
11,65
11,66
11,67
13,0
13,1
13,2
13,7
13,8
13,9
13,10
13,12
13,13
13,14
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,30
13,40
16,0
16,2
16,10
16,33
16,35
16,68
17,0
17,10
17,12
17,13
17,14
17,16
17,17
17,18
17,19
17,34
17,35
17,69
17,70
22,0
22,1
22,2
22,3
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
22,33
22,54
22,61
22,63
22,64
22,65
22,71
23,7
23,8
24,0
24,1
24,2
24,10
27,0
27,1
27,2
27,9
27,10
27,12
27,13
27,14
27,15
27,16
27,17
27,20
27,21
27,22
27,23
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,31
27,35
27,36
27,37
27,43
27,47
27,48
27,51
27,54
27,61
27,72
27,73
27,74
29,0
29,1
29,2
29,10
29,12
29,13
29,14
29,15
29,16
29,18
29,19
29,20
29,21
29,22
29,23
29,24
29,25
29,26
29,27
29,28
29,29
29,30
29,32
29,75
29,76
30,0
30,1
30,2
30,15
30,77
31,0
31,1
31,2
31,7
31,8
31,9
31,10
31,12
31,13
31,14
31,20
31,21
31,22
31,23
31,24
31,25
31,26
31,27
31,28
31,30
31,40
36,78
40,0
40,1
40,2
40,7
40,8
40,9
40,10
40,79
41,7
41,8
44,0
44,2
44,10
44,33
44,35
44,80
45,0
45,10
45,12
45,13
45,14
45,16
45,18
45,19
45,20
45,21
45,22
45,23
45,24
45,25
45,26
45,27
45,28
45,29
45,30
45,81
46,0
46,1
46,2
46,15
46,39
46,82
46,83
48,0
48,1
48,2
48,7
48,8
48,9
48,10
48,12
48,17
48,84
48,85
49,0
49,1
49,2
49,33
49,35
49,39
50,0
50,1
50,10
50,12
50,13
50,14
50,15
50,17
50,18
50,19
50,32
50,33
50,86
52,0
52,1
52,2
52,10
53,0
53,1
53,2
53,9
53,10
53,12
53,13
53,14
53,16
53,17
53,18
53,19
53,20
53,21
53,22
53,23
53,24
53,25
53,26
53,27
53,28
53,29
53,30
53,34
53,36
53,40
53,44
53,87
53,88
53,89
53,90
54,0
54,2
54,10
54,12
54,13
54,14
54,16
54,18
54,19
55,0
55,1
55,10
55,12
55,13
55,14
55,15
55,17
55,20
55,21
55,22
55,23
55,24
55,25
55,26
55,27
55,28
55,30
55,63
55,91
55,92
55,93
60,0
60,1
60,2
60,7
60,8
60,9
60,10
60,40
62,0
62,2
62,37
62,40
62,62
62,90
64,0
64,1
64,3
64,4
64,10
64,12
64,13
64,14
64,15
64,16
64,17
64,18
64,19
64,20
64,21
64,22
64,23
64,24
64,25
64,26
64,27
64,28
64,29
64,30
64,31
64,32
64,33
64,34
64,35
64,36
64,37
64,38
64,41
64,42
64,62
64,75
64,76
64,92
64,94
64,95
64,96
64,97
64,98
64,99
64,100
64,101
64,102
64,103
64,104
64,105
64,106
65,0
65,1
65,2
65,3
65,10
65,12
65,13
65,14
65,15
65,16
65,17
65,18
65,19
65,20
65,21
65,22
65,23
65,24
65,25
65,26
65,27
65,28
65,29
65,30
65,31
65,32
65,33
65,35
65,37
65,38
65,41
65,42
65,49
65,61
65,62
65,63
65,64
65,65
65,75
65,76
65,94
65,96
65,97
65,98
65,99
65,100
65,102
65,103
65,107
65,108
65,109
65,110
66,0
66,2
66,4
66,7
66,8
66,9
66,39
66,43
66,50
66,88
66,111
66,112
68,0
68,1
68,2
68,7
68,8
68,9
68,10
68,12
68,17
68,43
68,50
68,85
68,87
68,88
68,111
68,113
71,0
71,1
71,2
71,3
71,10
71,11
71,15
71,33
71,37
71,40
71,62
71,68
71,72
71,109
71,114
71,115
71,116
71,117
71,118
71,119
72,0
72,1
72,2
72,10
72,12
72,15
72,32
72,75
72,76
73,0
73,1
73,2
73,3
73,9
73,10
73,12
73,13
73,14
73,15
73,16
73,17
73,18
73,19
73,24
73,32
73,34
73,36
73,37
73,40
73,41
73,43
73,52
73,54
73,69
73,72
73,94
73,96
73,109
73,120
73,121
73,122
73,123
74,0
74,1
74,2
74,3
74,7
74,8
74,9
74,10
74,11
74,12
74,13
74,14
74,16
74,17
74,20
74,21
74,22
74,23
74,24
74,25
74,26
74,27
74,28
74,29
74,30
74,31
74,37
74,38
74,40
74,43
74,44
74,47
74,50
74,52
74,54
74,61
74,62
74,87
74,88
74,92
74,111
74,124
74,125
74,126
76,0
77,0
77,1
77,2
77,35
79,0
79,2
79,4
79,39
81,0
81,1
81,10
81,12
81,13
81,15
81,64
81,89
82,0
82,2
82,127
82,128
83,2
84,0
84,2
84,4
84,39
84,129
84,130
85,0
85,1
85,2
85,7
85,8
85,9
85,10
85,12
85,13
85,14
85,20
85,21
85,22
85,23
85,24
85,25
85,26
85,27
85,28
85,30
86,0
86,10
86,12
86,13
86,14
86,16
86,17
86,20
86,21
86,22
86,23
86,24
86,25
86,26
86,27
86,28
86,29
86,30
86,35
86,61
86,131
86,132
86,133
88,0
88,1
88,2
88,7
88,8
88,9
88,10
88,12
88,13
88,14
88,20
88,21
88,22
88,23
88,24
88,25
88,26
88,27
88,28
88,30
88,36
88,40
89,0
89,31
89,62
89,71
89,77
89,99
89,100
90,0
90,1
90,2
90,3
90,10
90,12
90,13
90,14
90,15
90,16
90,17
90,18
90,19
90,20
90,21
90,22
90,23
90,24
90,25
90,26
90,27
90,28
90,29
90,30
90,31
90,32
90,34
90,39
90,43
90,60
90,61
90,62
90,64
90,65
90,72
90,74
90,120
90,122
90,134
90,135
92,0
92,1
92,2
92,3
92,10
92,11
92,12
92,13
92,14
92,15
92,16
92,17
92,18
92,19
92,20
92,21
92,22
92,24
92,31
92,33
92,36
92,37
92,38
92,39
92,42
92,61
92,72
92,92
92,109
92,120
92,121
92,136
92,137
93,0
93,1
93,2
93,7
93,8
93,9
93,10
93,12
93,13
93,14
93,20
93,21
93,22
93,23
93,24
93,25
93,26
93,27
93,28
93,30
95,0
95,1
95,2
95,10
95,12
95,15
96,0
96,1
96,2
96,7
96,8
96,9
96,10
96,40
96,43
96,50
96,111
96,138
96,139
96,140
99,0
99,3
99,10
99,12
99,13
99,14
99,16
99,17
99,18
99,19
99,20
99,21
99,22
99,23
99,24
99,25
99,26
99,27
99,28
99,29
99,30
99,34
99,61
99,98
101,0
101,1
101,2
101,7
101,8
101,9
101,10
101,40
101,50
101,111
102,0
102,1
102,2
102,3
102,7
102,8
102,9
102,10
102,11
102,15
102,31
102,43
102,50
102,52
102,87
102,88
102,108
102,111
102,113
102,140
103,0
103,1
103,2
103,7
103,8
103,9
103,10
104,0
104,1
104,2
104,7
104,8
104,9
104,10
104,15
104,40
104,95
105,0
105,1
105,2
105,7
105,8
105,9
105,10
105,12
105,13
105,14
105,16
105,17
105,20
105,21
105,22
105,23
105,24
105,25
105,26
105,27
105,28
105,29
105,30
105,33
105,37
105,38
105,40
105,43
105,44
105,50
105,62
105,88
105,111
105,112
107,0
107,1
107,2
107,3
107,10
107,12
107,15
107,17
109,7
109,8
110,0
110,70
111,0
111,2
111,4
111,70
112,2
112,15
113,0
113,1
113,2
113,3
113,10
113,11
113,12
113,13
113,14
113,15
113,16
113,17
113,18
113,19
113,20
113,21
113,22
113,23
113,24
113,25
113,26
113,27
113,28
113,29
113,30
113,31
113,32
113,33
113,34
113,36
113,42
113,61
113,75
113,76
113,97
113,120
113,134
116,0
116,2
116,10
116,12
116,13
116,14
116,16
116,18
116,19
116,20
116,29
116,33
116,34
116,36
117,0
117,1
117,2
117,3
117,10
117,12
117,141
118,0
118,1
118,2
118,10
118,12
118,13
118,15
118,86
119,0
119,1
119,2
119,7
119,8
119,10
120,0
120,2
120,3
120,4
120,39
120,131
120,142
120,143
121,3
121,31
121,46
121,138
121,144
121,145
122,0
122,73
123,0
123,2
123,7
123,8
123,9
123,33
123,37
123,40
123,43
123,50
123,62
123,68
123,88
123,111
124,0
124,1
124,2
124,3
124,7
124,8
124,9
124,10
124,15
124,43
124,50
124,88
124,108
124,111
125,0
125,1
125,2
125,10
125,12
125,13
125,14
125,15
125,16
125,17
125,18
125,19
125,20
125,21
125,22
125,23
125,24
125,25
125,26
125,27
125,28
125,29
125,30
125,31
125,33
125,34
125,41
125,61
125,146
126,0
126,1
126,2
126,7
126,8
126,9
126,10
127,0
127,1
127,7
127,8
127,9
127,10
127,12
127,13
127,14
127,16
127,17
127,18
127,19
127,20
127,21
127,22
127,23
127,24
127,25
127,26
127,27
127,28
127,29
127,30
127,32
127,37
127,38
127,40
127,43
127,44
127,62
127,75
127,76
127,88
128,0
128,1
128,2
128,10
128,11
128,12
128,13
128,14
128,16
128,17
128,18
128,19
128,20
128,21
128,22
128,23
128,24
128,25
128,26
128,27
128,28
128,29
128,30
128,31
128,32
128,36
128,61
128,75
128,76
129,0
129,2
129,7
129,8
129,9
129,33
129,37
129,40
129,43
129,50
129,62
129,68
129,88
129,111
130,0
130,2
130,10
130,12
130,13
130,14
130,16
130,18
130,19
130,36
131,0
131,1
131,7
131,8
131,9
131,10
131,12
131,13
131,14
131,16
131,17
131,18
131,19
131,20
131,21
131,22
131,23
131,24
131,25
131,26
131,27
131,28
131,29
131,30
131,32
131,37
131,38
131,40
131,43
131,44
131,62
131,75
131,76
131,88
132,0
132,1
132,2
132,7
132,8
132,9
132,43
132,50
132,52
132,53
132,63
132,68
132,87
132,111
132,147
132,148
135,0
135,1
135,2
135,10
135,12
135,31
135,35
138,0
138,1
138,3
138,10
138,12
138,13
138,14
138,15
138,16
138,17
138,18
138,19
138,20
138,21
138,22
138,24
138,27
138,29
138,32
138,33
138,34
138,37
138,38
138,39
138,61
138,64
138,65
138,77
138,101
138,109
138,138
138,149
138,150
138,151
139,0
139,1
139,2
139,7
139,8
139,9
139,10
139,12
139,13
139,14
139,15
139,20
139,21
139,22
139,23
139,24
139,25
139,26
139,27
139,28
139,30
141,0
141,1
141,2
141,10
141,12
141,13
141,14
141,15
141,16
141,17
141,20
141,21
141,22
141,23
141,24
141,25
141,26
141,27
141,28
141,29
141,30
141,31
141,35
141,41
141,101
141,152
142,0
142,1
142,2
142,7
142,8
142,9
142,37
142,40
142,43
142,50
142,68
142,88
142,111
142,153
144,0
144,2
144,7
144,8
144,9
144,33
144,37
144,40
144,43
144,50
144,62
144,68
144,88
144,111
145,0
145,2
145,3
145,4
145,15
145,33
145,35
145,39
145,48
145,58
145,64
145,81
145,92
145,134
145,154
145,155
146,0
146,2
146,10
146,12
146,13
146,14
146,16
146,18
146,19
146,33
146,35
146,40
146,61
146,101
146,156
146,157
151,0
151,1
151,2
151,91
152,0
152,1
152,15
152,37
152,62
152,73
152,95
152,147
152,158
152,159
152,160
154,2
154,10
154,15
156,0
156,1
156,2
156,7
156,8
156,9
156,10
157,0
157,1
157,2
157,3
157,10
157,12
157,13
157,14
157,15
157,16
157,17
157,18
157,19
157,20
157,21
157,22
157,23
157,24
157,25
157,26
157,27
157,28
157,29
157,30
157,31
157,33
157,38
157,41
157,61
157,62
157,99
157,100
157,150
157,161
158,91
158,162
161,0
161,4
161,15
161,39
162,0
162,1
162,2
162,4
162,10
162,15
162,39
162,63
162,77
162,84
162,160
165,0
166,0
166,2
166,7
166,8
166,9
166,33
166,37
166,40
166,43
166,50
166,62
166,68
166,88
166,111
167,0
167,1
167,2
167,10
167,12
167,13
167,14
167,15
167,16
167,18
167,19
169,0
169,1
169,2
169,3
169,11
169,15
169,35
169,39
169,64
169,65
169,95
169,101
169,163
170,0
170,1
170,2
170,7
170,8
170,9
170,10
170,79
171,0
171,4
171,15
171,39
171,46
172,0
172,1
172,2
172,5
172,9
172,10
172,12
172,17
172,48
172,89
172,153
173,0
173,1
173,10
173,12
173,13
173,14
173,15
173,16
173,17
173,18
173,19
173,20
173,21
173,22
173,23
173,24
173,25
173,26
173,27
173,28
173,29
173,30
173,31
173,32
173,33
173,34
173,37
173,38
173,41
173,61
173,62
173,75
173,76
173,89
173,92
173,99
173,100
173,107
173,109
175,0
175,2
176,0
176,2
176,10
176,12
176,13
176,14
176,16
176,17
176,36
176,46
176,57
176,164
177,0
177,1
177,3
177,11
177,15
177,31
177,33
177,42
177,63
177,64
177,65
177,74
177,94
177,120
177,165
177,166
178,0
178,2
178,10
178,12
178,13
178,14
178,16
178,17
178,18
178,19
181,0
181,1
181,2
181,10
181,15
182,0
182,1
182,3
182,4
182,10
182,12
182,13
182,14
182,15
182,16
182,17
182,18
182,19
182,21
182,27
182,32
182,34
182,36
182,37
182,38
182,42
182,96
182,107
182,167
182,168
182,169
182,170
182,171
183,0
183,1
183,2
183,3
183,10
183,12
183,17
183,172
185,0
185,1
185,10
185,12
185,13
185,14
185,15
185,16
185,17
185,18
185,19
185,20
185,21
185,22
185,24
185,27
185,29
185,34
185,36
185,37
185,61
187,0
187,1
187,2
187,7
187,8
187,9
187,10
187,40
187,43
187,50
187,88
187,111
189,0
189,1
189,7
189,8
189,9
189,10
189,12
189,13
189,14
189,20
189,21
189,22
189,23
189,24
189,25
189,26
189,27
189,28
189,30
189,40
189,43
189,44
189,88
189,111
190,0
190,2
190,3
190,10
190,12
190,15
190,17
190,33
190,73
190,98
190,103
190,107
190,120
190,121
190,157
190,165
190,173
192,7
192,8
192,9
194,0
194,1
194,2
194,7
194,8
194,9
194,10
195,0
195,2
195,10
195,12
195,17
199,0
199,7
199,8
199,9
199,10
201,0
201,1
201,2
201,3
201,10
201,11
201,12
201,13
201,14
201,15
201,16
201,17
201,18
201,19
201,20
201,21
201,22
201,23
201,24
201,25
201,26
201,27
201,28
201,29
201,30
201,31
201,33
201,34
201,36
201,42
201,61
201,63
201,97
201,120
201,134
202,0
202,2
202,4
202,39
202,127
203,0
203,1
203,10
203,12
203,39
203,91
203,93
203,174
205,0
205,2
205,4
205,35
205,39
205,80
205,127
207,0
207,2
207,10
207,33
207,35
207,68
208,0
208,1
208,2
208,3
208,10
208,12
208,13
208,14
208,15
208,16
208,17
208,18
208,19
208,20
208,31
208,32
208,33
208,34
208,36
208,42
208,44
208,45
208,63
208,72
208,85
208,94
208,96
208,98
208,103
208,146
208,165
208,175
209,0
209,1
209,2
209,7
209,8
209,9
209,10
211,0
211,2
211,10
211,12
211,13
211,14
211,15
211,16
211,17
211,18
211,19
211,24
211,34
211,36
211,40
211,64
211,68
211,114
211,119
213,0
213,1
213,3
213,10
213,11
213,12
213,13
213,14
213,15
213,16
213,17
213,18
213,19
213,20
213,21
213,22
213,23
213,24
213,25
213,26
213,27
213,28
213,29
213,30
213,31
213,32
213,33
213,35
213,37
213,38
213,41
213,42
213,57
213,59
213,61
213,63
213,75
213,76
213,94
213,97
213,102
213,107
213,122
213,133
213,144
213,168
214,0
214,1
214,2
214,10
214,12
214,13
214,14
214,16
214,20
214,21
214,22
214,23
214,24
214,25
214,26
214,27
214,28
214,29
214,30
216,0
216,1
216,2
216,7
216,8
216,9
216,10
216,38
216,43
216,50
216,63
216,79
216,84
216,88
216,108
216,111
216,134
216,138
216,147
216,176
217,0
217,1
217,10
217,12
217,13
217,14
217,15
217,16
217,17
217,20
217,21
217,22
217,23
217,24
217,25
217,26
217,27
217,28
217,29
217,30
217,31
217,33
217,37
217,39
217,42
217,49
217,56
217,60
217,61
217,63
217,68
217,74
217,91
217,177
217,178
217,179
219,0
219,1
219,2
219,10
219,12
219,15
219,17
219,33
221,0
221,1
221,2
221,7
221,8
221,9
221,10
222,0
222,1
222,10
222,12
222,13
222,14
222,15
222,16
222,17
222,18
222,19
222,20
222,21
222,22
222,23
222,24
222,25
222,26
222,27
222,28
222,29
222,30
222,40
222,95
225,0
225,2
225,10
225,33
225,37
225,72
225,74
225,81
225,152
225,175
225,180
225,181
228,0
228,2
228,15
229,0
229,1
229,2
229,7
229,8
229,9
229,10
229,15
229,84
229,95
230,0
230,9
230,10
230,12
230,13
230,14
230,16
230,18
230,19
230,20
230,21
230,23
230,25
230,29
230,44
230,153
232,0
232,1
232,2
232,3
232,7
232,8
232,9
232,10
232,11
232,31
232,37
232,40
232,42
232,50
232,62
232,63
232,72
232,111
232,138
233,0
233,1
233,2
233,10
233,12
233,13
233,14
233,16
233,20
233,21
233,22
233,23
233,24
233,25
233,26
233,27
233,28
233,29
233,30
233,33
235,0
235,1
235,3
235,10
235,11
235,12
235,13
235,14
235,15
235,16
235,17
235,18
235,19
235,20
235,21
235,22
235,23
235,24
235,25
235,26
235,27
235,28
235,29
235,30
235,31
235,32
235,34
235,35
235,37
235,38
235,40
235,41
235,42
235,46
235,50
235,61
235,62
235,63
235,64
235,65
235,72
235,75
235,76
235,85
235,113
235,120
235,132
235,146
235,181
235,182
235,183
235,184
236,0
236,1
236,2
236,3
236,10
236,15
236,31
236,35
236,39
236,95
236,101
236,157
236,165
237,0
237,1
237,2
237,10
237,12
237,13
237,14
237,15
237,16
237,17
237,18
237,19
237,32
237,33
237,34
237,37
237,55
238,0
238,3
238,7
238,8
238,9
238,10
238,12
238,13
238,14
238,16
238,18
238,19
238,20
238,21
238,23
238,25
238,29
239,0
239,1
239,2
239,7
239,8
239,9
239,10
240,0
240,10
240,15
240,37
240,95
243,0
243,2
243,4
243,39
243,68
243,185
243,186
243,187
243,188
244,0
244,2
244,7
244,8
244,9
244,10
244,37
244,40
244,111
245,0
245,1
245,10
245,12
245,13
245,14
245,16
245,17
245,18
245,19
245,34
245,85
246,0
246,1
246,2
246,10
247,0
247,1
247,2
247,7
247,8
247,9
248,0
248,1
248,2
248,10
248,12
248,13
248,14
248,15
248,16
248,17
248,18
248,19
248,20
248,21
248,22
248,23
248,24
248,25
248,26
248,27
248,28
248,29
248,30
248,31
248,32
248,34
248,36
248,37
248,38
248,39
248,61
248,62
248,75
248,76
248,95
248,99
248,100
249,0
249,1
249,2
249,7
249,8
249,9
249,10
249,12
249,13
249,14
249,16
249,17
249,20
249,21
249,22
249,23
249,24
249,25
249,26
249,27
249,28
249,29
249,30
249,37
249,38
249,62
250,2
250,4
250,7
250,8
250,9
250,39
251,2
251,5
251,6
252,0
252,1
252,2
252,3
252,10
252,15
252,35
252,60
252,146
253,0
255,0
255,1
255,2
255,10
255,32
255,57
255,75
255,76
257,0
257,189
260,0
260,1
260,2
260,7
260,8
260,9
260,10
260,12
260,17
260,43
260,50
260,85
260,87
260,88
260,111
260,113
264,0
264,1
264,3
264,10
264,11
264,12
264,13
264,14
264,15
264,16
264,17
264,18
264,19
264,20
264,21
264,22
264,23
264,24
264,25
264,26
264,27
264,28
264,29
264,30
264,31
264,32
264,33
264,34
264,35
264,37
264,38
264,41
264,61
264,62
264,71
264,75
264,76
264,95
264,99
264,100
264,122
264,181
266,0
266,1
266,2
266,3
266,10
266,12
266,13
266,14
266,15
266,16
266,17
266,32
266,33
266,36
266,37
266,39
266,64
266,73
266,190
267,0
267,1
267,3
267,10
267,11
267,12
267,13
267,14
267,15
267,16
267,17
267,18
267,19
267,20
267,21
267,22
267,23
267,24
267,25
267,26
267,27
267,28
267,29
267,30
267,32
267,34
267,37
267,38
267,39
267,61
267,72
267,73
267,75
267,76
267,120
268,0
268,10
269,0
269,2
269,3
269,6
269,10
269,12
269,13
269,14
269,16
269,17
269,18
269,19
269,35
269,46
269,114
269,165
269,191
270,0
270,1
270,2
270,3
270,7
270,8
270,9
270,10
270,11
270,31
270,37
270,40
270,42
270,50
270,62
270,63
270,72
270,111
270,138
271,0
271,1
271,2
271,3
271,7
271,8
271,9
271,10
271,12
271,13
271,14
271,20
271,21
271,22
271,23
271,24
271,25
271,26
271,27
271,28
271,30
271,31
271,32
271,35
271,36
271,40
271,41
271,43
271,44
271,50
271,52
271,61
271,68
271,75
271,76
271,87
271,88
271,112
271,124
271,153
271,192
271,193
271,194
271,195
273,0
273,1
273,2
273,3
273,10
273,12
273,13
273,14
273,16
273,17
273,18
273,19
273,20
273,21
273,22
273,23
273,24
273,25
273,26
273,27
273,28
273,29
273,30
273,129
275,0
275,2
275,9
275,10
275,12
275,13
275,14
275,16
275,17
275,20
275,21
275,22
275,23
275,24
275,25
275,26
275,27
275,28
275,29
275,30
275,40
275,61
275,84
275,111
276,0
276,1
276,2
276,7
276,8
276,9
276,10
276,40
276,43
276,50
276,111
276,138
276,139
276,140
277,0
277,1
277,2
277,3
277,7
277,8
277,9
277,10
277,11
277,31
277,37
277,40
277,42
277,50
277,62
277,63
277,72
277,84
277,111
277,138
280,0
280,2
280,15
281,0
281,1
281,2
281,7
281,8
281,9
281,10
281,40
281,43
281,50
281,68
281,87
281,88
281,111
281,113
281,153
282,0
282,1
282,10
282,15
282,37
282,38
282,196
282,197
284,0
284,1
284,2
284,3
284,9
284,10
284,12
284,13
284,14
284,15
284,16
284,18
284,19
284,36
284,40
284,86
284,87
284,198
285,0
285,1
285,2
285,7
285,8
285,9
285,10
285,12
285,13
285,14
285,16
285,17
285,20
285,21
285,22
285,23
285,24
285,25
285,26
285,27
285,28
285,29
285,30
285,33
285,37
285,38
285,40
285,43
285,44
285,50
285,62
285,88
285,111
285,112
286,0
286,2
286,39
287,0
287,1
287,3
287,10
287,11
287,12
287,13
287,14
287,15
287,16
287,17
287,18
287,19
287,20
287,21
287,22
287,23
287,24
287,25
287,26
287,27
287,28
287,29
287,30
287,31
287,32
287,34
287,37
287,38
287,41
287,45
287,61
287,62
287,63
287,75
287,76
287,92
287,99
287,100
287,199
287,200
288,0
288,10
288,12
288,13
288,14
288,16
288,32
288,35
288,75
289,0
289,2
289,10
289,180
290,2
290,4
290,7
290,8
290,9
290,39
292,0
